38 0.9898 0.9996 0.995696 (4,0,4,1,1,0) (3,4,4,0,0,0)
39 0.9947 0.9996 0.997496 (2,4,3,0,1,0) (4,3,4,0,0,0)
40 0.9973 1 0.998693 (2,2,2,2,1,0) (0,2,2,4,0,0)
41 0.9971 1 0.999167 (4,1,4,0,1,0) (2,4,4,0,0,0)
42 0.9986 1 0.999562 (3,1,3,0,2,0) (4,1,4,1,0,0)
43 0.9993 1 0.999818 (2,2,4,0,1,0) (3,3,4,0,0,0)
44 0.9995 1 0.999881 (4,3,2,0,1,0) (2,2,4,1,0,0)
45 0.9997 1 0.999958 (4,0,0,0,4,0) (3,4,3,0,0,0)
46 0.9999 1 0.999991 (3,2,3,0,1,0) (4,3,3,0,0,0)
47 0.9999 1 0.999991 (1,2,4,0,1,0) (2,3,4,0,0,0)
48 0.9999 1 0.999995 (1,3,3,0,1,0) (4,4,2,0,0,0)
49 1 1 1 (3,2,4,0,0,0) (3,2,4,0,0,0)
50 1 1 1 (3,3,3,0,0,0) (3,3,3,0,0,0)
51 1 1 1 (1,3,4,0,0,0) (1,3,4,0,0,0)
52 1 1 1 (3,4,2,0,0,0) (3,4,2,0,0,0)
53 1 1 1 (4,3,2,0,0,0) (4,3,2,0,0,0)
54 1 1 1 (4,4,0,1,0,0) (4,4,0,1,0,0)
