-38 0 0 0 (4,4,4,4,4,0) (4,4,4,4,4,0)
-35 0 0 0 (3,4,4,4,4,0) (3,4,4,4,4,0)
-33 0 0 0 (4,3,4,4,4,0) (4,3,4,4,4,0)
-31 0 0 0 (4,4,3,4,4,0) (4,4,3,4,4,0)
-30 0 0 0 (4,4,4,3,4,0) (4,4,4,3,4,0)
-29 0 0 0 (4,4,4,4,3,0) (4,4,4,4,3,0)
-27 0 0 0 (3,4,3,4,4,0) (3,4,3,4,4,0)
-26 0 0 0 (3,4,4,3,4,0) (3,4,4,3,4,0)
-25 0 0 0 (3,4,4,4,3,0) (3,4,4,4,3,0)
-24 0 0 0 (4,3,4,3,4,0) (4,3,4,3,4,0)
-23 0 0 0 (4,3,4,4,3,0) (4,3,4,4,3,0)
-22 0 0 0 (4,4,3,4,3,0) (4,4,3,4,3,0)
-21 0 0 0 (2,4,4,4,3,0) (2,4,4,4,3,0)
-20 0 0 0 (4,4,4,3,3,0) (4,4,4,3,3,0)
-19 0 0 0 (4,4,4,4,2,0) (4,4,4,4,2,0)
-18 0 0 0 (3,4,3,4,3,0) (3,4,3,4,3,0)
-17 0 0 0 (1,4,4,4,3,0) (1,4,4,4,3,0)
-16 0 0 0 (3,4,4,3,3,0) (3,4,4,3,3,0)
-15 0 0 0 (3,4,4,4,2,0) (3,4,4,4,2,0)
-14 0 0 0 (4,4,2,4,3,0) (4,4,2,4,3,0)
-13 0 0 0 (4,3,4,4,2,0) (4,3,4,4,2,0)
-12 0 0 0 (4,4,3,4,2,0) (4,4,3,4,2,0)
-11 0 0 0 (2,4,4,4,2,0) (2,4,4,4,2,0)
-10 0 0 0 (4,4,4,3,2,0) (4,4,4,3,2,0)
-9 0 0 0 (4,4,4,4,1,0) (4,4,4,4,1,0)
-8 0 0 0 (3,4,3,4,2,0) (3,4,3,4,2,0)
-7 0 0 0 (1,4,4,4,2,0) (1,4,4,4,2,0)
-6 0 0 0 (3,4,4,3,2,0) (3,4,4,3,2,0)
-5 0 0 0 (3,4,4,4,1,0) (3,4,4,4,1,0)
-4 0 0 0 (4,3,4,4,1,0) (4,3,4,4,1,0)
-3 0 0 0 (4,4,3,3,2,0) (4,4,3,3,2,0)
-2 0 0.0001 1.66667e-05 (4,4,3,4,1,0) (4,4,4,2,2,0)
-1 0 0.0002 3.04348e-05 (4,4,4,3,1,0) (2,4,4,4,1,0)
0 0 0.0005 0.00011087 (3,4,3,3,2,0) (4,4,1,3,3,0)
1 0 0.0007 0.000231034 (2,4,3,1,4,0) (4,4,1,4,2,0)
2 0.0002 0.0013 0.00057619 (4,4,2,2,3,0) (2,4,2,4,2,0)
3 0.0006 0.0026 0.00118276 (1,0,4,3,4,0) (2,3,4,4,1,0)
4 0.0011 0.0035 0.00200294 (3,0,4,2,4,0) (3,4,4,4,0,0)
5 0.0023 0.0074 0.00390345 (3,0,4,3,3,0) (0,4,4,4,1,0)
6 0.0031 0.0098 0.00605172 (4,2,4,0,4,0) (3,3,3,4,1,0)
7 0.0054 0.0224 0.0102868 (4,0,3,2,4,0) (2,4,4,4,0,0)
8 0.0107 0.0242 0.0160703 (3,1,4,2,3,0) (4,4,4,3,0,0)
9 0.0134 0.0382 0.0247061 (4,4,2,0,4,0) (3,3,4,4,0,0)
10 0.0231 0.046 0.0358868 (4,3,4,0,3,0) (2,3,3,4,1,0)
11 0.0388 0.0988 0.0518405 (4,0,4,3,2,0) (1,4,4,4,0,0)
12 0.0582 0.1097 0.07325 (2,1,4,2,3,0) (4,3,3,4,0,0)
13 0.0672 0.1451 0.0944865 (4,4,3,1,2,0) (2,3,4,4,0,0)
14 0.0946 0.2165 0.126804 (3,3,3,2,2,0) (2,4,3,4,0,0)
15 0.1365 0.2601 0.165364 (2,2,4,1,3,0) (0,4,4,4,0,0)
16 0.1494 0.2747 0.207263 (4,3,2,1,3,0) (3,3,3,4,0,0)
17 0.1881 0.3385 0.246009 (4,2,4,1,2,0) (1,3,4,4,0,0)
18 0.2479 0.439 0.304765 (3,4,4,0,2,0) (1,4,3,4,0,0)
19 0.2622 0.4578 0.361662 (4,4,2,0,3,0) (4,3,2,4,0,0)
20 0.3303 0.5293 0.41158 (4,3,4,0,2,0) (2,3,3,4,0,0)
21 0.4181 0.6076 0.477313 (4,4,3,0,2,0) (2,3,4,3,0,0)
22 0.4896 0.6911 0.547264 (2,4,4,0,2,0) (1,2,4,4,0,0)
23 0.5201 0.6986 0.601509 (4,3,1,1,3,0) (3,3,2,4,0,0)
24 0.569 0.7684 0.65355 (3,3,4,0,2,0) (2,4,4,2,0,0)
25 0.6567 0.8261 0.712117 (4,2,4,0,2,0) (1,4,2,4,0,0)
26 0.6728 0.8704 0.765074 (4,4,1,0,3,0) (0,2,4,4,0,0)
27 0.7336 0.8836 0.806367 (4,3,3,0,2,0) (2,3,2,4,0,0)
28 0.794 0.9176 0.846141 (4,4,2,0,2,0) (1,1,4,4,0,0)
29 0.8487 0.9468 0.884349 (3,2,4,0,2,0) (1,2,3,4,0,0)
30 0.8529 0.9508 0.910577 (4,2,2,0,3,0) (4,1,2,4,0,0)
31 0.8965 0.9692 0.931315 (4,1,4,0,2,0) (2,1,3,4,0,0)
32 0.9288 0.9821 0.952349 (3,0,4,1,2,0) (1,3,3,3,0,0)
33 0.9337 0.9901 0.96614 (4,4,0,0,3,0) (0,2,3,4,0,0)
34 0.9529 0.9924 0.975421 (4,3,2,0,2,0) (4,4,4,0,0,0)
35 0.9684 0.9955 0.983123 (4,4,1,0,2,0) (2,2,4,2,0,0)
36 0.983 0.9983 0.989949 (2,4,2,0,2,0) (1,2,2,4,0,0)
37 0.9805 0.9986 0.992702 (4,4,1,1,1,0) (0,0,4,4,0,0)
