-60 0 0 0 (4,4,4,4,4,0) (4,4,4,4,4,0)
-56 0 0 0 (3,4,4,4,4,0) (3,4,4,4,4,0)
-54 0 0 0 (4,3,4,4,4,0) (4,3,4,4,4,0)
-52 0 0 0 (4,4,3,4,4,0) (4,4,3,4,4,0)
-50 0 0 0 (4,4,4,3,4,0) (4,4,4,3,4,0)
-48 0 0 0 (4,4,4,4,3,0) (4,4,4,4,3,0)
-46 0 0 0 (3,4,4,3,4,0) (3,4,4,3,4,0)
-44 0 0 0 (3,4,4,4,3,0) (3,4,4,4,3,0)
-42 0 0 0 (4,3,4,4,3,0) (4,3,4,4,3,0)
-40 0 0 0 (4,4,3,4,3,0) (4,4,3,4,3,0)
-38 0 0 0 (4,4,4,3,3,0) (4,4,4,3,3,0)
-36 0 0 0 (4,4,4,4,2,0) (4,4,4,4,2,0)
-34 0 0 0 (3,4,4,3,3,0) (3,4,4,3,3,0)
-32 0 0 0 (3,4,4,4,2,0) (3,4,4,4,2,0)
-30 0 0 0 (4,3,4,4,2,0) (4,3,4,4,2,0)
-28 0 0 0 (4,4,3,4,2,0) (4,4,3,4,2,0)
-26 0 0 0 (4,4,4,3,2,0) (4,4,4,3,2,0)
-24 0 0 0 (4,4,4,4,1,0) (4,4,4,4,1,0)
-22 0 0 0 (3,4,4,3,2,0) (3,4,4,3,2,0)
-20 0 0.0001 2.85714e-06 (3,4,4,4,1,0) (0,0,4,4,4,0)
-18 0 0.0001 2.5e-05 (4,3,4,4,1,0) (1,3,4,4,2,0)
-16 0 0.0004 8.57143e-05 (2,4,4,4,1,0) (0,1,4,3,4,0)
-14 0 0.0016 0.000411628 (4,4,4,3,1,0) (0,3,1,4,4,0)
-12 0.0001 0.0043 0.00119804 (4,3,3,3,2,0) (0,0,3,4,4,0)
-10 0.0004 0.0091 0.00336122 (4,3,4,2,2,0) (0,1,2,4,4,0)
-8 0.0014 0.0203 0.00782069 (4,3,4,3,1,0) (0,2,1,4,4,0)
-6 0.0041 0.0386 0.0168448 (4,4,4,1,2,0) (0,3,0,4,4,0)
-4 0.008 0.0791 0.0331585 (4,4,4,2,1,0) (0,0,2,4,4,0)
-2 0.0219 0.1226 0.0594985 (3,4,4,1,2,0) (0,0,3,3,4,0)
0 0.04 0.1899 0.100866 (4,3,4,1,2,0) (0,2,0,4,4,0)
2 0.0708 0.2655 0.154656 (4,4,3,1,2,0) (1,1,0,4,4,0)
4 0.1036 0.3952 0.226304 (4,4,4,0,2,0) (0,0,1,4,4,0)
6 0.1551 0.5017 0.312778 (4,4,4,1,1,0) (0,1,0,4,4,0)
8 0.2605 0.588 0.408919 (3,4,4,0,2,0) (1,0,0,4,4,0)
10 0.3271 0.682 0.513057 (4,3,4,0,2,0) (1,0,1,3,4,0)
12 0.4192 0.8021 0.613697 (4,4,3,0,2,0) (0,0,0,4,4,0)
14 0.5105 0.8698 0.706647 (4,4,3,1,1,0) (0,0,1,3,4,0)
16 0.59 0.9115 0.789412 (4,4,4,0,1,0) (0,0,2,2,4,0)
18 0.7265 0.9461 0.856436 (4,3,3,0,2,0) (1,0,0,3,4,0)
20 0.8003 0.9641 0.907537 (4,4,2,0,2,0) (1,0,1,2,4,0)
22 0.8543 0.9895 0.944143 (4,3,4,0,1,0) (0,0,0,3,4,0)
24 0.8972 0.9944 0.968139 (4,4,3,0,1,0) (0,0,0,4,3,0)
26 0.9507 0.9971 0.983506 (4,3,2,0,2,0) (0,1,0,2,4,0)
28 0.9698 0.9994 0.991632 (4,4,1,0,2,0) (0,0,4,4,0,0)
30 0.9841 0.9996 0.996372 (4,4,1,1,1,0) (0,1,1,2,3,0)
32 0.9895 0.9999 0.998478 (4,4,2,0,1,0) (1,0,3,4,0,0)
34 0.9976 1 0.999454 (4,1,4,0,1,0) (4,3,4,0,0,0)
36 0.9987 1 0.999823 (4,2,3,0,1,0) (2,4,4,0,0,0)
38 0.999 1 0.99994 (4,4,0,1,1,0) (3,3,4,0,0,0)
40 0.9999 1 0.999992 (4,4,0,2,0,0) (3,4,3,0,0,0)
