-6 0 0 0 (3,4,4,4,1,0) (3,4,4,4,1,0)
-5 0 0 0 (2,4,3,4,2,0) (2,4,3,4,2,0)
-4 0 0.0001 4.7619e-06 (4,3,4,4,1,0) (2,4,4,3,2,0)
-3 0 0.0001 8.69565e-06 (4,4,3,4,1,0) (3,2,1,4,4,0)
-2 0 0.0001 9.52381e-06 (2,4,4,4,1,0) (3,4,2,4,2,0)
-1 0 0.0002 5.45455e-05 (4,4,4,3,1,0) (2,4,2,2,4,0)
0 0 0.0007 0.000231373 (4,4,4,4,0,0) (0,3,4,4,2,0)
1 0.0002 0.0011 0.000491667 (4,4,2,2,3,0) (4,0,4,4,2,0)
2 0.0005 0.0021 0.00105 (4,1,3,3,3,0) (2,3,4,4,1,0)
3 0.0007 0.0033 0.00192188 (3,0,4,2,4,0) (1,3,3,4,2,0)
4 0.0015 0.0067 0.00356296 (4,4,4,0,3,0) (0,4,4,4,1,0)
5 0.003 0.009 0.00586129 (4,2,4,0,4,0) (2,4,4,3,1,0)
6 0.0056 0.0169 0.00964324 (3,3,4,2,2,0) (1,4,3,3,2,0)
7 0.0089 0.0221 0.0151057 (4,4,1,1,4,0) (2,4,4,4,0,0)
8 0.0144 0.0404 0.0236839 (4,4,2,0,4,0) (3,3,4,4,0,0)
9 0.021 0.0491 0.0325073 (4,0,4,2,3,0) (2,3,3,4,1,0)
10 0.0371 0.0722 0.0489925 (3,2,4,1,3,0) (3,4,3,4,0,0)
11 0.0421 0.106 0.0679176 (4,4,3,0,3,0) (3,4,4,3,0,0)
12 0.0637 0.1405 0.08838 (3,3,3,1,3,0) (2,3,4,4,0,0)
13 0.0898 0.1585 0.120302 (3,0,4,2,3,0) (4,4,2,4,0,0)
14 0.1019 0.2638 0.156086 (4,4,4,0,2,0) (0,4,4,4,0,0)
15 0.1362 0.2709 0.190048 (4,2,4,0,3,0) (2,4,4,3,0,0)
16 0.1881 0.3441 0.237829 (3,1,4,1,3,0) (1,3,4,4,0,0)
17 0.2558 0.3635 0.294109 (3,4,4,0,2,0) (3,4,2,4,0,0)
18 0.2696 0.4378 0.343645 (4,3,3,1,2,0) (2,2,4,4,0,0)
19 0.3255 0.5251 0.399555 (4,3,4,0,2,0) (2,3,3,4,0,0)
20 0.4096 0.5966 0.465811 (4,1,4,0,3,0) (0,3,4,4,0,0)
21 0.4205 0.6248 0.52202 (4,4,3,0,2,0) (2,4,2,4,0,0)
22 0.4978 0.6919 0.578877 (4,1,4,1,2,0) (2,4,3,3,0,0)
23 0.5733 0.7709 0.643802 (3,3,4,0,2,0) (1,3,3,4,0,0)
24 0.6061 0.7843 0.701013 (4,4,0,1,3,0) (3,4,1,4,0,0)
25 0.6547 0.8338 0.742715 (4,2,4,0,2,0) (3,0,4,4,0,0)
26 0.7321 0.883 0.791733 (4,3,3,0,2,0) (1,4,3,3,0,0)
27 0.7835 0.9196 0.837231 (2,3,4,0,2,0) (0,3,3,4,0,0)
28 0.7934 0.9256 0.869683 (4,4,2,0,2,0) (2,4,1,4,0,0)
29 0.8514 0.95 0.899494 (4,3,4,0,1,0) (0,4,2,4,0,0)
30 0.8938 0.9709 0.925882 (4,1,4,0,2,0) (1,2,4,3,0,0)
31 0.8991 0.9793 0.945104 (4,4,3,0,1,0) (0,1,4,4,0,0)
32 0.9269 0.9827 0.957906 (4,2,3,0,2,0) (1,4,1,4,0,0)
33 0.9515 0.9931 0.972009 (3,3,4,0,1,0) (4,4,4,0,0,0)
34 0.9695 0.9946 0.981679 (3,4,3,0,1,0) (0,2,4,3,0,0)
35 0.9713 0.9954 0.986222 (4,4,1,0,2,0) (2,3,2,3,0,0)
36 0.9824 0.9982 0.991792 (4,3,3,0,1,0) (1,4,4,1,0,0)
37 0.9906 0.9996 0.995141 (4,0,4,1,1,0) (3,4,4,0,0,0)
38 0.9911 0.9994 0.997021 (4,4,2,0,1,0) (3,3,1,3,0,0)
39 0.9946 1 0.998144 (3,4,1,0,2,0) (4,3,4,0,0,0)
40 0.9974 0.9999 0.998956 (4,1,4,0,1,0) (4,4,3,0,0,0)
41 0.9988 1 0.999542 (1,4,2,1,1,0) (3,3,3,1,0,0)
42 0.9984 1 0.999643 (4,2,3,0,1,0) (3,0,4,2,0,0)
43 0.9994 1 0.99985 (2,4,1,0,2,0) (3,3,4,0,0,0)
44 0.9997 1 0.999935 (2,3,3,0,1,0) (3,4,3,0,0,0)
45 0.9995 1 0.99997 (4,4,1,0,1,0) (1,4,4,0,0,0)
46 0.9995 1 0.999984 (3,2,3,0,1,0) (4,3,3,0,0,0)
47 0.9997 1 0.99999 (3,0,3,0,2,0) (2,3,4,0,0,0)
48 1 1 1 (4,4,2,0,0,0) (4,4,2,0,0,0)
49 1 1 1 (0,4,4,0,0,0) (0,4,4,0,0,0)
50 1 1 1 (3,3,3,0,0,0) (3,3,3,0,0,0)
51 1 1 1 (3,4,2,0,0,0) (3,4,2,0,0,0)
52 1 1 1 (4,2,3,0,0,0) (4,2,3,0,0,0)
53 1 1 1 (4,3,2,0,0,0) (4,3,2,0,0,0)
